frame number,frequency,latency
1378,15,23803
1379,15,11347
1380,15,22119
1381,15,15892
1382,15,21939
1383,15,22242
1384,15,11325
1385,15,11632
1386,15,11708
1387,15,11984
1388,15,22107
1389,15,16733
1390,15,10259
1391,15,25523
1392,15,23399
1393,15,22864
1394,15,44874
1395,15,22499
1396,15,11190
1397,15,21776
1398,15,12287
1399,15,17639
1400,15,13442
1401,15,13499
1402,15,14110
1403,15,22306
1404,15,23127
1405,15,23131
1406,15,11890
1407,15,23951
1408,15,23239
1409,15,16079
1410,15,19867
1411,15,23416
1412,15,22339
1413,15,23124
1414,15,23808
1415,15,26412
1416,15,22691
1417,15,23759
1418,15,21959
1419,15,23892
1420,15,17535
1421,15,22410
1422,15,48405
1423,15,22376
1424,15,22877
1425,15,11050
1426,15,22796
1427,15,24776
1428,15,23046
1429,15,23399
1430,15,13625
1431,15,12719
1432,15,24053
1433,15,22431
1434,15,26263
1435,15,10338
1436,15,22841
1437,15,11694
1438,15,22220
1439,15,12130
1440,15,22696
1441,15,11341
1442,15,24126
1443,15,22626
1444,15,11807
1445,15,22503
1446,15,22158
1447,15,22279
1448,15,22729
1449,15,22504
1450,15,15428
1451,15,12333
1452,15,12315
1453,15,11500
1454,15,11467
1455,15,11967
1456,15,11450
1457,15,10224
1458,15,23375
1459,15,10524
1460,15,16630
1461,15,23465
1462,15,14132
1463,15,10423
1464,15,26178
1465,15,13727
1466,15,13341
1467,15,12103
1468,15,10063
1469,15,22011
1470,15,42224
1471,15,22703
1472,15,21933
1473,15,11706
1474,15,15956
1475,15,10304
1476,15,11487
1477,15,21969
1478,15,22465
1479,15,22656
1480,15,23939
1481,15,23695
1482,15,22701
1483,15,27553
1484,15,11235
1485,15,23267
1486,15,12048
1487,15,11592
1488,15,11983
1489,15,30593
1490,15,11856
1491,15,12246
1492,15,22484
1493,15,22316
1494,15,13224
1495,15,15895
1496,15,12464
1497,15,22142
1498,15,21664
1499,15,11161
1500,15,12417
1501,15,10202
1502,15,22742
1503,15,23176
1504,15,11093
1505,15,25644
1506,15,21317
1507,15,23301
1508,15,22536
1509,15,21679
1510,15,25521
1511,15,23097
1512,15,22882
1513,15,24190
1514,15,22203
1515,15,17860
1516,15,23069
1517,15,21957
1518,15,22085
1519,15,23510
1520,15,10796
1521,15,23330
1522,15,22485
1523,15,21935
1524,15,16324
1525,15,15835
1526,15,13008
1527,15,14448
1528,15,21758
1529,15,22826
1530,15,22976
1531,15,22338
1532,15,23434
1533,15,23168
1534,15,22669
1535,15,23132
1536,15,10544
1537,15,13208
1538,15,15893
1539,15,25401
1540,15,16215
1541,15,11924
1542,15,15752
1543,15,22420
1544,15,22592
1545,15,12197
1546,15,13633
1547,15,11110
1548,15,11598
1549,15,11406
1550,15,11569
1551,15,11276
1552,15,11304
1553,15,11706
1554,15,11629
1555,15,10357
1556,15,42292
1557,15,22881
1558,15,12023
1559,15,11300
1560,15,14602
1561,15,22779
1562,15,12774
1563,15,11215
1564,15,22477
1565,15,24022
1566,15,11859
1567,15,23292
1568,15,32225
1569,15,11058
1570,15,11759
1571,15,42579
1572,15,22287
1573,15,23137
1574,15,23812
1575,15,42947
1576,15,22749
1577,15,11093
1578,15,21893
1579,15,15786
1580,15,22293
1581,15,22562
1582,15,23139
1583,15,11503
1584,15,23509
1585,15,22145
1586,15,11404
1587,15,11526
1588,15,16406
1589,15,12240
1590,15,13262
1591,15,10640
1592,15,11129
1593,15,21877
1594,15,16321
1595,15,10405
1596,15,22994
1597,15,24963
