frame number,image_height,image_width,publisher_sent,subscriber_received,frequency,latency,packets_receieved_count,transport
4570,1920,1080,1704148253270225099,1704148253405521536,80,135296437,356,1
4573,1920,1080,1704148253748720940,1704148253874760801,80,126039861,357,1
4614,1920,1080,1704148260101907159,1704148260238670688,80,136763529,358,1
4615,1920,1080,1704148260289266844,1704148260421235074,80,131968230,359,1
4617,1920,1080,1704148260648077221,1704148260796682489,80,148605268,360,1
4622,1920,1080,1704148261528899488,1704148261656489112,80,127589624,361,1
4625,1920,1080,1704148262025398119,1704148262160947906,80,135549787,362,1
4642,1920,1080,1704148264615947682,1704148264751817155,80,135869473,363,1
4650,1920,1080,1704148265954508496,1704148266090870000,80,136361504,364,1
4667,1920,1080,1704148268440393865,1704148268577470081,80,137076216,365,1
4673,1920,1080,1704148269356491333,1704148269503925194,80,147433861,366,1
4697,1920,1080,1704148272911849403,1704148273055060001,80,143210598,367,1
4705,1920,1080,1704148274224725283,1704148274354673721,80,129948438,368,1
4715,1920,1080,1704148275816147536,1704148275951472309,80,135324773,369,1
4734,1920,1080,1704148278808741177,1704148278935699095,80,126957918,370,1
4739,1920,1080,1704148279633666959,1704148279775702484,80,142035525,371,1
4743,1920,1080,1704148280258300916,1704148280388732384,80,130431468,372,1
4761,1920,1080,1704148282986814422,1704148283125843426,80,139029004,373,1
4762,1920,1080,1704148283177488981,1704148283316190631,80,138701650,374,1
4764,1920,1080,1704148283551972336,1704148283677327821,80,125355485,375,1
4784,1920,1080,1704148286621166757,1704148286746803260,80,125636503,376,1
4792,1920,1080,1704148287823403739,1704148287949796289,80,126392550,377,1
4815,1920,1080,1704148291198959603,1704148291335056091,80,136096488,378,1
